"","day","month","year","deaths","date"
"696",11,7,"2015",75,2015-07-11
"697",11,7,"2016",89,2016-07-11
"698",11,7,"2017",74,2017-07-11
"699",12,7,"2015",68,2015-07-12
"700",12,7,"2016",71,2016-07-12
"701",12,7,"2017",65,2017-07-12
"702",13,7,"2015",87,2015-07-13
"703",13,7,"2016",82,2016-07-13
"704",13,7,"2017",89,2017-07-13
"705",14,7,"2015",80,2015-07-14
"706",14,7,"2016",84,2016-07-14
"707",14,7,"2017",80,2017-07-14
"708",15,7,"2015",82,2015-07-15
"709",15,7,"2016",62,2016-07-15
"710",15,7,"2017",76,2017-07-15
"711",16,7,"2015",63,2015-07-16
"712",16,7,"2016",83,2016-07-16
"713",16,7,"2017",89,2017-07-16
"714",17,7,"2015",79,2015-07-17
"715",17,7,"2016",77,2016-07-17
"716",17,7,"2017",85,2017-07-17
"717",18,7,"2015",87,2015-07-18
"718",18,7,"2016",84,2016-07-18
"719",18,7,"2017",68,2017-07-18
"720",19,7,"2015",75,2015-07-19
"721",19,7,"2016",67,2016-07-19
"722",19,7,"2017",71,2017-07-19
"723",20,7,"2015",102,2015-07-20
"724",20,7,"2016",95,2016-07-20
"725",20,7,"2017",65,2017-07-20
"726",21,7,"2015",76,2015-07-21
"727",21,7,"2016",71,2016-07-21
"728",21,7,"2017",68,2017-07-21
"729",22,7,"2015",72,2015-07-22
"730",22,7,"2016",58,2016-07-22
"731",22,7,"2017",95,2017-07-22
"732",23,7,"2015",79,2015-07-23
"733",23,7,"2016",70,2016-07-23
"734",23,7,"2017",83,2017-07-23
"735",24,7,"2015",74,2015-07-24
"736",24,7,"2016",83,2016-07-24
"737",24,7,"2017",84,2017-07-24
"738",25,7,"2015",70,2015-07-25
"739",25,7,"2016",90,2016-07-25
"740",25,7,"2017",66,2017-07-25
"741",26,7,"2015",74,2015-07-26
"742",26,7,"2016",91,2016-07-26
"743",26,7,"2017",78,2017-07-26
"744",27,7,"2015",75,2015-07-27
"745",27,7,"2016",77,2016-07-27
"746",27,7,"2017",72,2017-07-27
"747",28,7,"2015",71,2015-07-28
"748",28,7,"2016",82,2016-07-28
"749",28,7,"2017",80,2017-07-28
"750",29,7,"2015",68,2015-07-29
"751",29,7,"2016",69,2016-07-29
"752",29,7,"2017",84,2017-07-29
"753",30,7,"2015",80,2015-07-30
"754",30,7,"2016",70,2016-07-30
"755",30,7,"2017",90,2017-07-30
"756",31,7,"2015",72,2015-07-31
"757",31,7,"2016",81,2016-07-31
"758",31,7,"2017",66,2017-07-31
"759",1,8,"2015",69,2015-08-01
"760",1,8,"2016",65,2016-08-01
"761",1,8,"2017",105,2017-08-01
"762",2,8,"2015",72,2015-08-02
"763",2,8,"2016",79,2016-08-02
"764",2,8,"2017",73,2017-08-02
"765",3,8,"2015",74,2015-08-03
"766",3,8,"2016",78,2016-08-03
"767",3,8,"2017",87,2017-08-03
"768",4,8,"2015",92,2015-08-04
"769",4,8,"2016",78,2016-08-04
"770",4,8,"2017",82,2017-08-04
"771",5,8,"2015",81,2015-08-05
"772",5,8,"2016",54,2016-08-05
"773",5,8,"2017",79,2017-08-05
"774",6,8,"2015",83,2015-08-06
"775",6,8,"2016",62,2016-08-06
"776",6,8,"2017",70,2017-08-06
"777",7,8,"2015",81,2015-08-07
"778",7,8,"2016",78,2016-08-07
"779",7,8,"2017",74,2017-08-07
"780",8,8,"2015",89,2015-08-08
"781",8,8,"2016",78,2016-08-08
"782",8,8,"2017",67,2017-08-08
"783",9,8,"2015",77,2015-08-09
"784",9,8,"2016",75,2016-08-09
"785",9,8,"2017",71,2017-08-09
"786",10,8,"2015",74,2015-08-10
"787",10,8,"2016",62,2016-08-10
"788",10,8,"2017",73,2017-08-10
"789",11,8,"2015",63,2015-08-11
"790",11,8,"2016",76,2016-08-11
"791",11,8,"2017",79,2017-08-11
"792",12,8,"2015",87,2015-08-12
"793",12,8,"2016",89,2016-08-12
"794",12,8,"2017",77,2017-08-12
"795",13,8,"2015",83,2015-08-13
"796",13,8,"2016",77,2016-08-13
"797",13,8,"2017",87,2017-08-13
"798",14,8,"2015",72,2015-08-14
"799",14,8,"2016",80,2016-08-14
"800",14,8,"2017",70,2017-08-14
"801",15,8,"2015",88,2015-08-15
"802",15,8,"2016",69,2016-08-15
"803",15,8,"2017",79,2017-08-15
"804",16,8,"2015",58,2015-08-16
"805",16,8,"2016",73,2016-08-16
"806",16,8,"2017",71,2017-08-16
"807",17,8,"2015",79,2015-08-17
"808",17,8,"2016",72,2016-08-17
"809",17,8,"2017",66,2017-08-17
"810",18,8,"2015",71,2015-08-18
"811",18,8,"2016",79,2016-08-18
"812",18,8,"2017",70,2017-08-18
"813",19,8,"2015",90,2015-08-19
"814",19,8,"2016",76,2016-08-19
"815",19,8,"2017",77,2017-08-19
"816",20,8,"2015",77,2015-08-20
"817",20,8,"2016",76,2016-08-20
"818",20,8,"2017",70,2017-08-20
"819",21,8,"2015",81,2015-08-21
"820",21,8,"2016",73,2016-08-21
"821",21,8,"2017",76,2017-08-21
"822",22,8,"2015",75,2015-08-22
"823",22,8,"2016",87,2016-08-22
"824",22,8,"2017",65,2017-08-22
"825",23,8,"2015",85,2015-08-23
"826",23,8,"2016",68,2016-08-23
"827",23,8,"2017",69,2017-08-23
"828",24,8,"2015",100,2015-08-24
"829",24,8,"2016",64,2016-08-24
"830",24,8,"2017",73,2017-08-24
"831",25,8,"2015",79,2015-08-25
"832",25,8,"2016",82,2016-08-25
"833",25,8,"2017",66,2017-08-25
"834",26,8,"2015",73,2015-08-26
"835",26,8,"2016",72,2016-08-26
"836",26,8,"2017",73,2017-08-26
"837",27,8,"2015",70,2015-08-27
"838",27,8,"2016",73,2016-08-27
"839",27,8,"2017",97,2017-08-27
"840",28,8,"2015",73,2015-08-28
"841",28,8,"2016",67,2016-08-28
"842",28,8,"2017",57,2017-08-28
"843",29,8,"2015",80,2015-08-29
"844",29,8,"2016",76,2016-08-29
"845",29,8,"2017",80,2017-08-29
"846",30,8,"2015",78,2015-08-30
"847",30,8,"2016",69,2016-08-30
"848",30,8,"2017",62,2017-08-30
"849",31,8,"2015",73,2015-08-31
"850",31,8,"2016",65,2016-08-31
"851",31,8,"2017",76,2017-08-31
"852",1,9,"2015",75,2015-09-01
"853",1,9,"2016",75,2016-09-01
"854",1,9,"2017",94,2017-09-01
"855",2,9,"2015",77,2015-09-02
"856",2,9,"2016",67,2016-09-02
"857",2,9,"2017",69,2017-09-02
"858",3,9,"2015",67,2015-09-03
"859",3,9,"2016",78,2016-09-03
"860",3,9,"2017",80,2017-09-03
"861",4,9,"2015",71,2015-09-04
"862",4,9,"2016",99,2016-09-04
"863",4,9,"2017",84,2017-09-04
"864",5,9,"2015",62,2015-09-05
"865",5,9,"2016",89,2016-09-05
"866",5,9,"2017",74,2017-09-05
"867",6,9,"2015",77,2015-09-06
"868",6,9,"2016",74,2016-09-06
"869",6,9,"2017",83,2017-09-06
"870",7,9,"2015",85,2015-09-07
"871",7,9,"2016",67,2016-09-07
"872",7,9,"2017",87,2017-09-07
"873",8,9,"2015",84,2015-09-08
"874",8,9,"2016",77,2016-09-08
"875",8,9,"2017",94,2017-09-08
"876",9,9,"2015",79,2015-09-09
"877",9,9,"2016",90,2016-09-09
"878",9,9,"2017",72,2017-09-09
"879",10,9,"2015",66,2015-09-10
"880",10,9,"2016",73,2016-09-10
"881",10,9,"2017",98,2017-09-10
"882",11,9,"2015",92,2015-09-11
"883",11,9,"2016",78,2016-09-11
"884",11,9,"2017",92,2017-09-11
"885",12,9,"2015",79,2015-09-12
"886",12,9,"2016",66,2016-09-12
"887",12,9,"2017",80,2017-09-12
"888",13,9,"2015",81,2015-09-13
"889",13,9,"2016",88,2016-09-13
"890",13,9,"2017",100,2017-09-13
"891",14,9,"2015",70,2015-09-14
"892",14,9,"2016",81,2016-09-14
"893",14,9,"2017",79,2017-09-14
"894",15,9,"2015",87,2015-09-15
"895",15,9,"2016",91,2016-09-15
"896",15,9,"2017",84,2017-09-15
"897",16,9,"2015",70,2015-09-16
"898",16,9,"2016",71,2016-09-16
"899",16,9,"2017",80,2017-09-16
"900",17,9,"2015",70,2015-09-17
"901",17,9,"2016",68,2016-09-17
"902",17,9,"2017",88,2017-09-17
"903",18,9,"2015",76,2015-09-18
"904",18,9,"2016",79,2016-09-18
"905",18,9,"2017",78,2017-09-18
"906",20,9,"2015",69,2015-09-20
"907",20,9,"2016",79,2016-09-20
"908",20,9,"2017",106,2017-09-20
"909",21,9,"2015",70,2015-09-21
"910",21,9,"2016",67,2016-09-21
"911",21,9,"2017",124,2017-09-21
"912",22,9,"2015",68,2015-09-22
"913",22,9,"2016",97,2016-09-22
"914",22,9,"2017",110,2017-09-22
"915",23,9,"2015",70,2015-09-23
"916",23,9,"2016",71,2016-09-23
"917",23,9,"2017",109,2017-09-23
"918",24,9,"2015",78,2015-09-24
"919",24,9,"2016",79,2016-09-24
"920",24,9,"2017",122,2017-09-24
"921",25,9,"2015",60,2015-09-25
"922",25,9,"2016",75,2016-09-25
"923",25,9,"2017",137,2017-09-25
"924",26,9,"2015",76,2015-09-26
"925",26,9,"2016",82,2016-09-26
"926",26,9,"2017",132,2017-09-26
"927",27,9,"2015",78,2015-09-27
"928",27,9,"2016",82,2016-09-27
"929",27,9,"2017",122,2017-09-27
"930",28,9,"2015",84,2015-09-28
"931",28,9,"2016",81,2016-09-28
"932",28,9,"2017",112,2017-09-28
"933",29,9,"2015",83,2015-09-29
"934",29,9,"2016",70,2016-09-29
"935",29,9,"2017",131,2017-09-29
"936",30,9,"2015",73,2015-09-30
"937",30,9,"2016",91,2016-09-30
"938",30,9,"2017",132,2017-09-30
"939",1,10,"2015",74,2015-10-01
"940",1,10,"2016",90,2016-10-01
"941",1,10,"2017",104,2017-10-01
"942",2,10,"2015",84,2015-10-02
"943",2,10,"2016",67,2016-10-02
"944",2,10,"2017",108,2017-10-02
"945",3,10,"2015",77,2015-10-03
"946",3,10,"2016",82,2016-10-03
"947",3,10,"2017",121,2017-10-03
"948",4,10,"2015",99,2015-10-04
"949",4,10,"2016",78,2016-10-04
"950",4,10,"2017",117,2017-10-04
"951",5,10,"2015",96,2015-10-05
"952",5,10,"2016",82,2016-10-05
"953",5,10,"2017",112,2017-10-05
"954",6,10,"2015",68,2015-10-06
"955",6,10,"2016",78,2016-10-06
"956",6,10,"2017",126,2017-10-06
"957",7,10,"2015",66,2015-10-07
"958",7,10,"2016",85,2016-10-07
"959",7,10,"2017",106,2017-10-07
"960",8,10,"2015",79,2015-10-08
"961",8,10,"2016",77,2016-10-08
"962",8,10,"2017",97,2017-10-08
"963",9,10,"2015",73,2015-10-09
"964",9,10,"2016",76,2016-10-09
"965",9,10,"2017",90,2017-10-09
"966",10,10,"2015",74,2015-10-10
"967",10,10,"2016",86,2016-10-10
"968",10,10,"2017",97,2017-10-10
"969",11,10,"2015",90,2015-10-11
"970",11,10,"2016",77,2016-10-11
"971",11,10,"2017",98,2017-10-11
"972",12,10,"2015",82,2015-10-12
"973",12,10,"2016",79,2016-10-12
"974",12,10,"2017",93,2017-10-12
"975",13,10,"2015",71,2015-10-13
"976",13,10,"2016",70,2016-10-13
"977",13,10,"2017",98,2017-10-13
"978",14,10,"2015",75,2015-10-14
"979",14,10,"2016",73,2016-10-14
"980",14,10,"2017",101,2017-10-14
"981",15,10,"2015",77,2015-10-15
"982",15,10,"2016",78,2016-10-15
"983",15,10,"2017",94,2017-10-15
"984",16,10,"2015",80,2015-10-16
"985",16,10,"2016",77,2016-10-16
"986",16,10,"2017",77,2017-10-16
"987",17,10,"2015",69,2015-10-17
"988",17,10,"2016",75,2016-10-17
"989",17,10,"2017",86,2017-10-17
"990",19,10,"2015",73,2015-10-19
"991",19,10,"2016",72,2016-10-19
"992",19,10,"2017",107,2017-10-19
"993",20,10,"2015",77,2015-10-20
"994",20,10,"2016",79,2016-10-20
"995",20,10,"2017",87,2017-10-20
"996",21,10,"2015",79,2015-10-21
"997",21,10,"2016",74,2016-10-21
"998",21,10,"2017",84,2017-10-21
"999",22,10,"2015",77,2015-10-22
"1000",22,10,"2016",101,2016-10-22
"1001",22,10,"2017",102,2017-10-22
"1002",23,10,"2015",74,2015-10-23
"1003",23,10,"2016",68,2016-10-23
"1004",23,10,"2017",97,2017-10-23
"1005",24,10,"2015",78,2015-10-24
"1006",24,10,"2016",69,2016-10-24
"1007",24,10,"2017",98,2017-10-24
"1008",25,10,"2015",72,2015-10-25
"1009",25,10,"2016",63,2016-10-25
"1010",25,10,"2017",94,2017-10-25
"1011",26,10,"2015",60,2015-10-26
"1012",26,10,"2016",71,2016-10-26
"1013",26,10,"2017",96,2017-10-26
"1014",27,10,"2015",71,2015-10-27
"1015",27,10,"2016",67,2016-10-27
"1016",27,10,"2017",107,2017-10-27
"1017",28,10,"2015",75,2015-10-28
"1018",28,10,"2016",73,2016-10-28
"1019",28,10,"2017",100,2017-10-28
"1020",29,10,"2015",76,2015-10-29
"1021",29,10,"2016",78,2016-10-29
"1022",29,10,"2017",88,2017-10-29
"1023",30,10,"2015",88,2015-10-30
"1024",30,10,"2016",79,2016-10-30
"1025",30,10,"2017",95,2017-10-30
"1026",31,10,"2015",75,2015-10-31
"1027",31,10,"2016",65,2016-10-31
"1028",31,10,"2017",70,2017-10-31
"1029",1,11,"2015",77,2015-11-01
"1030",1,11,"2016",84,2016-11-01
"1031",1,11,"2017",82,2017-11-01
"1032",2,11,"2015",71,2015-11-02
"1033",2,11,"2016",72,2016-11-02
"1034",2,11,"2017",95,2017-11-02
"1035",3,11,"2015",83,2015-11-03
"1036",3,11,"2016",74,2016-11-03
"1037",3,11,"2017",72,2017-11-03
"1038",4,11,"2015",58,2015-11-04
"1039",4,11,"2016",97,2016-11-04
"1040",4,11,"2017",91,2017-11-04
"1041",5,11,"2015",66,2015-11-05
"1042",5,11,"2016",77,2016-11-05
"1043",5,11,"2017",83,2017-11-05
"1044",6,11,"2015",70,2015-11-06
"1045",6,11,"2016",97,2016-11-06
"1046",6,11,"2017",83,2017-11-06
"1047",7,11,"2015",62,2015-11-07
"1048",7,11,"2016",77,2016-11-07
"1049",7,11,"2017",88,2017-11-07
"1050",8,11,"2015",73,2015-11-08
"1051",8,11,"2016",77,2016-11-08
"1052",8,11,"2017",85,2017-11-08
"1053",9,11,"2015",73,2015-11-09
"1054",9,11,"2016",82,2016-11-09
"1055",9,11,"2017",82,2017-11-09
"1056",10,11,"2015",62,2015-11-10
"1057",10,11,"2016",73,2016-11-10
"1058",10,11,"2017",79,2017-11-10
"1059",11,11,"2015",74,2015-11-11
"1060",11,11,"2016",85,2016-11-11
"1061",11,11,"2017",99,2017-11-11
"1062",12,11,"2015",77,2015-11-12
"1063",12,11,"2016",79,2016-11-12
"1064",12,11,"2017",87,2017-11-12
"1065",13,11,"2015",77,2015-11-13
"1066",13,11,"2016",79,2016-11-13
"1067",13,11,"2017",84,2017-11-13
"1068",14,11,"2015",78,2015-11-14
"1069",14,11,"2016",90,2016-11-14
"1070",14,11,"2017",87,2017-11-14
"1071",15,11,"2015",77,2015-11-15
"1072",15,11,"2016",79,2016-11-15
"1073",15,11,"2017",86,2017-11-15
"1074",16,11,"2015",74,2015-11-16
"1075",16,11,"2016",76,2016-11-16
"1076",16,11,"2017",75,2017-11-16
"1077",17,11,"2015",81,2015-11-17
"1078",17,11,"2016",78,2016-11-17
"1079",17,11,"2017",98,2017-11-17
"1080",18,11,"2015",62,2015-11-18
"1081",18,11,"2016",84,2016-11-18
"1082",18,11,"2017",96,2017-11-18
"1083",19,11,"2015",79,2015-11-19
"1084",19,11,"2016",100,2016-11-19
"1085",19,11,"2017",77,2017-11-19
"1086",21,11,"2015",64,2015-11-21
"1087",21,11,"2016",91,2016-11-21
"1088",21,11,"2017",81,2017-11-21
"1089",22,11,"2015",91,2015-11-22
"1090",22,11,"2016",71,2016-11-22
"1091",22,11,"2017",95,2017-11-22
"1092",23,11,"2015",83,2015-11-23
"1093",23,11,"2016",87,2016-11-23
"1094",23,11,"2017",87,2017-11-23
"1095",24,11,"2015",81,2015-11-24
"1096",24,11,"2016",82,2016-11-24
"1097",24,11,"2017",115,2017-11-24
"1098",25,11,"2015",80,2015-11-25
"1099",25,11,"2016",66,2016-11-25
"1100",25,11,"2017",86,2017-11-25
"1101",26,11,"2015",70,2015-11-26
"1102",26,11,"2016",91,2016-11-26
"1103",26,11,"2017",80,2017-11-26
"1104",27,11,"2015",102,2015-11-27
"1105",27,11,"2016",87,2016-11-27
"1106",27,11,"2017",102,2017-11-27
"1107",28,11,"2015",85,2015-11-28
"1108",28,11,"2016",89,2016-11-28
"1109",28,11,"2017",98,2017-11-28
"1110",29,11,"2015",49,2015-11-29
"1111",29,11,"2016",90,2016-11-29
"1112",29,11,"2017",99,2017-11-29
"1113",30,11,"2015",99,2015-11-30
"1114",30,11,"2016",88,2016-11-30
"1115",30,11,"2017",101,2017-11-30
"1116",1,12,"2015",82,2015-12-01
"1117",1,12,"2016",77,2016-12-01
"1118",1,12,"2017",91,2017-12-01
"1119",2,12,"2015",87,2015-12-02
"1120",2,12,"2016",88,2016-12-02
"1121",2,12,"2017",88,2017-12-02
"1122",3,12,"2015",83,2015-12-03
"1123",3,12,"2016",67,2016-12-03
"1124",3,12,"2017",80,2017-12-03
"1125",4,12,"2015",78,2015-12-04
"1126",4,12,"2016",78,2016-12-04
"1127",4,12,"2017",100,2017-12-04
"1128",5,12,"2015",69,2015-12-05
"1129",5,12,"2016",82,2016-12-05
"1130",5,12,"2017",81,2017-12-05
"1131",6,12,"2015",69,2015-12-06
"1132",6,12,"2016",106,2016-12-06
"1133",6,12,"2017",85,2017-12-06
"1134",7,12,"2015",77,2015-12-07
"1135",7,12,"2016",80,2016-12-07
"1136",7,12,"2017",91,2017-12-07
"1137",8,12,"2015",85,2015-12-08
"1138",8,12,"2016",87,2016-12-08
"1139",8,12,"2017",93,2017-12-08
"1140",9,12,"2015",86,2015-12-09
"1141",9,12,"2016",103,2016-12-09
"1142",9,12,"2017",87,2017-12-09
"1143",10,12,"2015",78,2015-12-10
"1144",10,12,"2016",102,2016-12-10
"1145",10,12,"2017",93,2017-12-10
"1146",11,12,"2015",73,2015-12-11
"1147",11,12,"2016",89,2016-12-11
"1148",11,12,"2017",98,2017-12-11
"1149",12,12,"2015",80,2015-12-12
"1150",12,12,"2016",107,2016-12-12
"1151",12,12,"2017",71,2017-12-12
"1152",13,12,"2015",75,2015-12-13
"1153",13,12,"2016",87,2016-12-13
"1154",13,12,"2017",101,2017-12-13
"1155",14,12,"2015",77,2015-12-14
"1156",14,12,"2016",70,2016-12-14
"1157",14,12,"2017",107,2017-12-14
"1158",15,12,"2015",75,2015-12-15
"1159",15,12,"2016",85,2016-12-15
"1160",15,12,"2017",88,2017-12-15
"1161",16,12,"2015",95,2015-12-16
"1162",16,12,"2016",78,2016-12-16
"1163",16,12,"2017",94,2017-12-16
"1164",17,12,"2015",70,2015-12-17
"1165",17,12,"2016",83,2016-12-17
"1166",17,12,"2017",92,2017-12-17
"1167",19,12,"2015",88,2015-12-19
"1168",19,12,"2016",78,2016-12-19
"1169",19,12,"2017",82,2017-12-19
"1170",20,12,"2015",87,2015-12-20
"1171",20,12,"2016",84,2016-12-20
"1172",20,12,"2017",76,2017-12-20
"1173",21,12,"2015",79,2015-12-21
"1174",21,12,"2016",91,2016-12-21
"1175",21,12,"2017",95,2017-12-21
"1176",22,12,"2015",74,2015-12-22
"1177",22,12,"2016",109,2016-12-22
"1178",22,12,"2017",105,2017-12-22
"1179",23,12,"2015",90,2015-12-23
"1180",23,12,"2016",96,2016-12-23
"1181",23,12,"2017",106,2017-12-23
"1182",24,12,"2015",96,2015-12-24
"1183",24,12,"2016",125,2016-12-24
"1184",24,12,"2017",80,2017-12-24
"1185",25,12,"2015",90,2015-12-25
"1186",25,12,"2016",85,2016-12-25
"1187",25,12,"2017",79,2017-12-25
"1188",26,12,"2015",69,2015-12-26
"1189",26,12,"2016",107,2016-12-26
"1190",26,12,"2017",103,2017-12-26
"1191",27,12,"2015",75,2015-12-27
"1192",27,12,"2016",114,2016-12-27
"1193",27,12,"2017",95,2017-12-27
"1194",28,12,"2015",79,2015-12-28
"1195",28,12,"2016",95,2016-12-28
"1196",28,12,"2017",93,2017-12-28
"1197",29,12,"2015",80,2015-12-29
"1198",29,12,"2016",88,2016-12-29
"1199",29,12,"2017",83,2017-12-29
"1200",30,12,"2015",93,2015-12-30
"1201",30,12,"2016",94,2016-12-30
"1202",30,12,"2017",87,2017-12-30
"1203",31,12,"2015",70,2015-12-31
"1204",31,12,"2016",120,2016-12-31
"1205",31,12,"2017",102,2017-12-31
