"","gene","p_value"
"14389","204941_s_at",0.173683388768401
"14390","204942_s_at",0.103415184250227
"14391","204943_at",0.221074220007789
"14392","204944_at",0.010240081906338
"14393","204945_at",3.93213529185813e-05
"14394","204946_s_at",0.961187752190037
"14395","204947_at",0.0109456696257428
"14396","204948_s_at",6.60147387767108e-06
"14397","204949_at",0.0422996162587925
"14398","204950_at",1.86131472242391e-07
"14399","204951_at",0.000567778296193927
"14400","204952_at",0.449865088501348
"14401","204953_at",1.80598694466197e-10
"14402","204954_s_at",0.337197738449451
"14403","204955_at",0.547631164837468
"14404","204956_at",8.33840462880596e-05
"14405","204957_at",0.0408470518600771
"14406","204958_at",0.000383563525210899
"14407","204959_at",0.0120177301192999
"14408","204960_at",0.364692766609888
"14409","204961_s_at",0.0314945283547277
"14410","204962_s_at",1.86651778445502e-31
"14411","204963_at",0.210010297954939
"14412","204964_s_at",0.129538670893159
"14413","204965_at",0.558991524641038
"14414","204966_at",3.84549143152806e-05
"14415","204967_at",0.162003322559003
"14416","204968_at",0.929884171239925
"14417","204969_s_at",4.81603673437411e-08
"14418","204970_s_at",1.88812840628669e-05
"14419","204971_at",0.000319401331677511
"14420","204972_at",0.00026409584879596
"14421","204973_at",0.0223977974861463
"14422","204974_at",2.31628327048593e-07
"14423","204975_at",0.000379752295261879
"14424","204976_s_at",0.0120641356780362
"14425","204977_at",0.0290856050018573
"14426","204978_at",0.342495190412721
"14427","204979_s_at",0.946270811890332
"14428","204980_at",0.129686273041959
"14429","204981_at",0.487983776843612
"14430","204982_at",0.0651814837624969
"14431","204983_s_at",7.47830656182987e-07
"14432","204984_at",1.53758216908531e-09
"14433","204985_s_at",0.713676582690263
"14434","204986_s_at",0.0618888128202223
"14435","204987_at",0.156552780835174
"14436","204988_at",0.0187398156182831
"14437","204989_s_at",6.05834870952712e-06
"14438","204990_s_at",0.00270084347122334
"14439","204991_s_at",0.845577696878294
"14440","204992_s_at",0.0561932302383675
"14441","204993_at",6.03543674895681e-06
"14442","204994_at",0.824949903010707
"14443","204995_at",2.68783601515049e-06
"14444","204996_s_at",0.116174744787235
"14445","204997_at",0.784965214477249
"14446","204998_s_at",0.987390542968023
"14447","204999_s_at",0.796791612544431
"14448","205000_at",1.25265536896007e-08
"14449","205001_s_at",0.00145725900544753
"14450","205002_at",0.558024667314594
"14451","205003_at",0.000117246900860931
"14452","205004_at",9.30029409913172e-07
"14453","205005_s_at",0.189089624930977
"14454","205006_s_at",1.68082753391425e-05
"14455","205007_s_at",0.00637218221254903
"14456","205008_s_at",0.000584317415722079
"14457","205009_at",0.367060647454682
"14458","205010_at",3.20142077378905e-06
"14459","205011_at",0.0164990219706813
"14460","205012_s_at",4.30435682858999e-08
"14461","205013_s_at",0.228999776882612
"14462","205014_at",0.873552908464982
"14463","205015_s_at",0.5336671898843
"14464","205016_at",0.237008583308408
"14465","205017_s_at",0.936519488857402
"14466","205018_s_at",0.571409966552725
"14467","205019_s_at",5.95391108818384e-06
"14468","205020_s_at",6.00083620209313e-05
"14469","205021_s_at",0.971912499020003
"14470","205022_s_at",0.917746081144311
"14471","205023_at",0.000597971595745539
"14472","205024_s_at",3.85507564087818e-12
"14473","205025_at",0.143228216474707
"14474","205026_at",0.0351331287992258
"14475","205027_s_at",0.00246881882791228
"14476","205028_at",0.326824127213089
"14477","205029_s_at",0.109310317401939
"14478","205030_at",0.338138235086627
"14479","205031_at",0.260959715474162
"14480","205032_at",0.353454198174631
"14481","205033_s_at",0.675087952434642
"14482","205034_at",0.170668749499969
"14483","205035_at",0.039238574526894
"14484","205036_at",0.0201305848833106
"14485","205037_at",0.0278182721848406
"14486","205038_at",0.0342762874743746
"14487","205039_s_at",0.111807439143554
"14488","205040_at",0.0168472764226105
"14489","205041_s_at",0.0558665028709167
"14490","205042_at",0.993014110033685
"14491","205043_at",0.0489209220618195
"14492","205044_at",0.376320829361993
"14493","205045_at",0.00731235599956431
"14494","205046_at",1.32622306348214e-05
"14495","205047_s_at",0.00018673159824329
"14496","205048_s_at",0.0468145375623179
"14497","205049_s_at",0.00194223674722454
"14498","205050_s_at",1.27709022841597e-12
"14499","205051_s_at",5.94168275515966e-08
"14500","205052_at",5.07470033954586e-12
"14501","205053_at",1.21732504128732e-06
"14502","205054_at",0.956034200253299
"14503","205055_at",0.390274231996249
"14504","205056_s_at",0.00148099307426079
"14505","205057_s_at",0.0187429087496639
"14506","205058_at",0.0311911089757141
"14507","205059_s_at",0.000225282197189867
"14508","205060_at",0.970013406126465
"14509","205061_s_at",0.0107757659841626
"14510","205062_x_at",0.155240080586959
"14511","205063_at",0.169514042946484
"14512","205064_at",0.696339064377312
"14513","205065_at",0.114365285075259
"14514","205066_s_at",0.00600100301400752
"14515","205067_at",1.47906148729021e-08
"14516","205068_s_at",9.37234724850891e-06
"14517","205069_s_at",3.60191333348933e-05
"14518","205070_at",0.787927031511815
"14519","205071_x_at",6.99798094835969e-09
"14520","205072_s_at",9.34440021377536e-06
"14521","205073_at",1.1507407608392e-07
"14522","205074_at",0.0534749228415867
"14523","205075_at",0.355733063452722
"14524","205076_s_at",3.81676256382285e-10
"14525","205077_s_at",0.00024973087371079
"14526","205078_at",3.8004276352897e-06
"14527","205079_s_at",0.112725676980565
"14528","205080_at",0.656990486477435
"14529","205081_at",8.15103786982714e-11
"14530","205082_s_at",0.0030343514338516
"14531","205083_at",3.91801707107111e-09
"14532","205084_at",0.934030661302792
"14533","205085_at",2.03709578420111e-10
"14534","205086_s_at",0.872599910611434
"14535","205087_at",0.960153564555232
"14536","205088_at",0.00109849381704272
"14537","205089_at",0.000151478937053584
"14538","205090_s_at",0.000445349573049773
"14539","205091_x_at",5.04084873964118e-08
"14540","205092_x_at",0.913894595730961
"14541","205093_at",0.0665473956708775
"14542","205094_at",0.000160923724033952
"14543","205095_s_at",0.361637422457699
"14544","205096_at",0.551527384901013
"14545","205097_at",0.000354822728407181
"14546","205098_at",0.00108073437592659
"14547","205099_s_at",0.000798736292661098
"14548","205100_at",0.185986657646781
"14549","205101_at",0.0436525515352441
"14550","205102_at",0.59208771207372
"14551","205103_at",4.71504407441226e-11
"14552","205104_at",6.39938859652614e-09
"14553","205105_at",0.833364319333998
"14554","205106_at",0.0140937130034887
"14555","205107_s_at",0.446648619169838
"14556","205108_s_at",0.00380643603210807
"14557","205109_s_at",4.88567604133807e-06
"14558","205110_s_at",0.000439342030989052
"14559","205111_s_at",0.00118130257467137
"14560","205112_at",2.8599320917103e-12
"14561","205113_at",8.62272943036944e-23
"14562","205114_s_at",3.10239963527136e-12
"14563","205115_s_at",0.150918368507455
"14564","205116_at",6.41488608687271e-07
"14565","205117_at",1.28336744095169e-05
"14566","205118_at",0.0316940860566646
"14567","205119_s_at",0.948900565316939
"14568","205120_s_at",4.37702559932878e-05
"14569","205121_at",0.00315049150376781
"14570","205122_at",0.180912680560355
"14571","205123_s_at",0.146827836793242
"14572","205124_at",0.978959040758596
"14573","205125_at",0.0603670970663349
"14574","205126_at",0.0357077728823924
"14575","205127_at",6.79724383998347e-05
"14576","205128_x_at",5.10374602408919e-05
"14577","205129_at",0.25000420307714
"14578","205130_at",7.31027113473855e-07
"14579","205131_x_at",0.770096345870292
"14580","205132_at",1.61825524238458e-12
"14581","205133_s_at",9.03965306264739e-05
"14582","205134_s_at",0.761303201802194
"14583","205135_s_at",2.84658722914868e-09
"14584","205136_s_at",0.512101942923046
"14585","205137_x_at",0.410537086736171
"14586","205138_s_at",0.0221925952214169
"14587","205139_s_at",0.0408760059258045
"14588","205140_at",4.74203514691737e-05
"14589","205141_at",1.49028775581367e-05
"14590","205142_x_at",0.039581013590063
"14591","205143_at",0.75989466206076
"14592","205144_at",0.164994221084669
"14593","205145_s_at",0.913060046143665
"14594","205146_x_at",0.0868235773869551
"14595","205147_x_at",2.17452935840312e-05
"14596","205148_s_at",3.06817590984072e-09
"14597","205149_s_at",0.0152439250681216
"14598","205150_s_at",0.174325607669368
"14599","205151_s_at",0.29438700344908
"14600","205152_at",1.10187309602075e-17
"14601","205153_s_at",0.143650047797219
"14602","205154_at",0.161593881851192
"14603","205155_s_at",8.48540199098032e-06
"14604","205156_s_at",0.850391124615775
"14605","205157_s_at",0.00590237818068464
"14606","205158_at",2.57336707857274e-11
"14607","205159_at",0.00153966533768936
"14608","205160_at",6.86971749731919e-05
"14609","205161_s_at",5.54628388616754e-12
"14610","205162_at",1.83058886205027e-07
"14611","205163_at",0.132725757345437
"14612","205164_at",7.44987623618018e-06
"14613","205165_at",5.71518568373339e-07
"14614","205166_at",0.000950212084950778
"14615","205167_s_at",2.34746766338842e-10
"14616","205168_at",0.000732675607370101
"14617","205169_at",0.401431624073644
"14618","205170_at",0.0221385982839043
"14619","205171_at",4.32234345431429e-06
"14620","205172_x_at",1.19194707625325e-07
"14621","205173_x_at",1.97038806994693e-06
"14622","205174_s_at",0.502151175608824
"14623","205175_s_at",0.0151591574475137
"14624","205176_s_at",0.000437023337589399
"14625","205177_at",0.588131155556586
"14626","205178_s_at",0.857963480104357
"14627","205179_s_at",0.422293082717591
"14628","205180_s_at",0.610910610512178
"14629","205181_at",0.00327973417286662
"14630","205182_s_at",0.00019971349063397
"14631","205183_at",0.244717479682655
"14632","205184_at",0.100287474426459
"14633","205185_at",0.568220032349977
"14634","205186_at",1.38231328583726e-14
"14635","205187_at",5.93699301293166e-06
"14636","205188_s_at",1.05353687618249e-05
"14637","205189_s_at",0.00503633762711645
"14638","205190_at",0.000685609591062168
"14639","205191_at",1.80872346195457e-06
"14640","205192_at",0.159201603333304
"14641","205193_at",0.090497747603373
"14642","205194_at",0.00035779246284219
"14643","205195_at",0.539578574921513
"14644","205196_s_at",0.841659547319284
"14645","205197_s_at",0.309953979845405
"14646","205198_s_at",2.10168372994783e-05
"14647","205199_at",0.000409650994596666
"14648","205200_at",0.904392614566042
"14649","205201_at",0.508999341733791
"14650","205202_at",0.000239410876036561
"14651","205203_at",0.691889991287072
"14652","205204_at",1.44584360267519e-05
"14653","205205_at",0.249806653291412
"14654","205206_at",0.0505005541636016
"14655","205207_at",0.000101616096448318
"14656","205208_at",0.0272758073569756
"14657","205209_at",0.0161399419630807
"14658","205210_at",0.99963013897762
"14659","205211_s_at",0.000273786555733613
"14660","205212_s_at",0.0145850044063409
"14661","205213_at",0.154138430957917
"14662","205214_at",0.881488803138049
"14663","205215_at",0.570457571260874
"14664","205216_s_at",1.14777544413609e-05
"14665","205217_at",0.312924261879618
"14666","205218_at",0.183024710614938
"14667","205219_s_at",0.214098539194834
"14668","205220_at",1.23282926020621e-07
"14669","205221_at",0.275171153967642
"14670","205222_at",0.667033733410053
"14671","205223_at",0.0253303783961626
"14672","205224_at",0.363393840029876
"14673","205225_at",0.734257347913711
"14674","205226_at",0.112683034121059
"14675","205227_at",2.28536213508909e-15
"14676","205228_at",0.042973139856775
"14677","205229_s_at",0.944199092810104
"14678","205230_at",1.47897003658362e-11
"14679","205231_s_at",0.0853077325091961
"14680","205232_s_at",0.000101790898265035
"14681","205233_s_at",0.0255287455365231
"14682","205234_at",6.66206691067698e-13
"14683","205235_s_at",1.11217982584749e-06
"14684","205236_x_at",0.119093692023172
"14685","205237_at",0.166000928373493
"14686","205238_at",0.0128873907802084
"14687","205239_at",0.252392619739829
"14688","205240_at",4.88347580853776e-05
"14689","205241_at",0.841561094282959
"14690","205242_at",0.119088021526475
"14691","205243_at",0.000754949381892922
"14692","205244_s_at",0.19460756268134
"14693","205245_at",6.77648748293639e-08
"14694","205246_at",0.00145442033091385
"14695","205247_at",0.433525989214968
"14696","205248_at",0.0206399894279715
"14697","205249_at",0.55104360823482
"14698","205250_s_at",0.213742339975248
"14699","205251_at",0.167452444034702
"14700","205252_at",0.0237872299635729
"14701","205253_at",0.135563265691929
"14702","205254_x_at",0.0615932177701429
"14703","205255_x_at",0.000105714520699
"14704","205256_at",2.0701355007631e-05
"14705","205257_s_at",1.97113287979446e-08
"14706","205258_at",9.84133973659744e-06
"14707","205259_at",0.000171740599294904
"14708","205260_s_at",0.0185934410957895
"14709","205261_at",0.0235555205597375
"14710","205262_at",9.9396909950369e-07
"14711","205263_at",0.000377568475599766
"14712","205264_at",0.0370643277582083
"14713","205265_s_at",0.0290471951291535
"14714","205266_at",7.41324393939168e-11
"14715","205267_at",0.00962850024659373
"14716","205268_s_at",0.334496059997767
"14717","205269_at",0.0116372247471747
"14718","205270_s_at",0.0306007047391646
"14719","205271_s_at",0.252598466892708
"14720","205272_s_at",0.000828866338361638
"14721","205273_s_at",4.48549225375152e-06
"14722","205274_at",0.627178953397246
"14723","205275_at",0.0206285373769271
"14724","205276_s_at",0.00478740905278046
"14725","205277_at",4.03824413790442e-09
"14726","205278_at",1.08827135767467e-15
"14727","205279_s_at",0.00554417590968293
"14728","205280_at",2.31265354394724e-05
"14729","205281_s_at",0.39763947521162
"14730","205282_at",4.44778699825782e-06
"14731","205283_at",0.144878690018169
"14732","205284_at",2.22802585811718e-08
"14733","205285_s_at",0.0182043228597641
"14734","205286_at",0.00789160887783603
"14735","205287_s_at",0.174575386618095
"14736","205288_at",5.45339134489757e-05
"14737","205289_at",4.05273512247981e-10
"14738","205290_s_at",0.0212366272812534
"14739","205291_at",6.24139306090618e-07
"14740","205292_s_at",0.000296556177195274
"14741","205293_x_at",0.0336202112080181
"14742","205294_at",0.00155300342495379
"14743","205295_at",0.00170020557446281
"14744","205296_at",5.80046540230876e-08
"14745","205297_s_at",0.0077645415078598
"14746","205298_s_at",0.00110033837192494
"14747","205299_s_at",0.0280797851493189
"14748","205300_s_at",0.171851963541222
"14749","205301_s_at",0.00606504214991183
"14750","205302_at",4.5354173069871e-05
"14751","205303_at",0.00552294434646816
"14752","205304_s_at",0.00195909919263207
"14753","205305_at",0.0728648104931696
"14754","205306_x_at",0.0577539748607077
"14755","205307_s_at",0.192893944236428
"14756","205308_at",0.00025900300012543
"14757","205309_at",0.105925863851442
"14758","205310_at",5.63837854170617e-05
"14759","205311_at",0.665948279677371
"14760","205312_at",0.418977596524553
"14761","205313_at",0.7432252190381
"14762","205314_x_at",0.0029450572892619
"14763","205315_s_at",0.443579268850845
"14764","205316_at",0.0055449751337407
"14765","205317_s_at",0.590123546966238
"14766","205318_at",1.15403341004265e-05
"14767","205319_at",0.533655182186282
"14768","205320_at",0.739729958913067
"14769","205321_at",0.00836694044526396
"14770","205322_s_at",0.357956064342641
"14771","205323_s_at",0.95110555121746
"14772","205324_s_at",0.0432088685990933
"14773","205325_at",6.91470484822344e-09
"14774","205326_at",0.424085824674111
"14775","205327_s_at",0.347183284500807
"14776","205328_at",2.4431691435103e-06
"14777","205329_s_at",0.000816743750534704
"14778","205330_at",0.0185563947928197
"14779","205331_s_at",9.92035329991938e-08
"14780","205332_at",0.00943059329053529
"14781","205333_s_at",0.218313331600967
"14782","205334_at",8.93283792513207e-05
"14783","205335_s_at",0.122791618121687
"14784","205336_at",4.16034606001406e-07
"14785","205337_at",0.00165469721091866
"14786","205338_s_at",0.0223358593338917
"14787","205339_at",2.79877810985323e-08
"14788","205340_at",0.663348890323285
"14789","205341_at",0.0183125598206239
"14790","205342_s_at",0.00141059035238912
"14791","205343_at",0.0266843988734884
"14792","205344_at",0.571857921576592
"14793","205345_at",1.27612846394177e-05
"14794","205346_at",0.0646680261540881
"14795","205347_s_at",1.33644286954291e-17
"14796","205348_s_at",5.09274062673693e-16
"14797","205349_at",0.00517180982088619
"14798","205350_at",0.000109707302436976
"14799","205351_at",1.7611623766815e-05
"14800","205352_at",8.77252813572285e-10
"14801","205353_s_at",2.69253569832518e-23
"14802","205354_at",0.00441579094262375
"14803","205355_at",0.593618298739664
"14804","205356_at",0.547222173930648
"14805","205357_s_at",0.127563716060992
"14806","205358_at",1.1430888959713e-09
"14807","205359_at",7.82222117562011e-11
"14808","205360_at",0.302073202856963
"14809","205361_s_at",0.178855945028978
"14810","205362_s_at",0.000514437650683975
"14811","205363_at",0.148995391875418
"14812","205364_at",4.43300778499497e-06
"14813","205365_at",0.684732649434596
"14814","205366_s_at",0.189207906597975
"14815","205367_at",0.0697894857545856
"14816","205368_at",2.99895609690188e-11
"14817","205369_x_at",0.458847316131791
"14818","205370_x_at",0.636613049249233
"14819","205371_s_at",0.146484348568067
"14820","205372_at",0.121141109630792
"14821","205373_at",0.000197930243506313
"14822","205374_at",0.00699435922319279
"14823","205375_at",0.00936383526909047
"14824","205376_at",7.74488508922849e-07
"14825","205377_s_at",0.190497133877546
"14826","205378_s_at",0.0617112764748163
"14827","205379_at",0.219699591295461
"14828","205380_at",0.856097246654264
"14829","205381_at",1.135755254521e-09
"14830","205382_s_at",0.448560131597207
"14831","205383_s_at",0.000382146083428582
"14832","205384_at",3.83115679651862e-07
"14833","205385_at",0.226633765285376
"14834","205386_s_at",5.37984703337671e-06
"14835","205387_s_at",0.000624545699851474
"14836","205388_at",1.86468540162334e-05
"14837","205389_s_at",0.0119799782183319
"14838","205390_s_at",0.00011940092306124
"14839","205391_x_at",0.000104109256811591
"14840","205392_s_at",0.177463509161599
"14841","205393_s_at",1.3554832597037e-22
"14842","205394_at",8.68479133057982e-23
"14843","205395_s_at",4.2612151148492e-06
"14844","205396_at",0.453314433400907
"14845","205397_x_at",0.220500757906794
"14846","205398_s_at",0.927297954117292
"14847","205399_at",2.93891561328876e-06
"14848","205400_at",0.281625622518953
"14849","205401_at",2.05693860055191e-05
"14850","205402_x_at",3.96037604870415e-06
"14851","205403_at",2.7369162507895e-06
"14852","205404_at",0.128689360284562
"14853","205405_at",0.0139092234213309
"14854","205406_s_at",0.0048335609793348
"14855","205407_at",0.138540207373198
"14856","205408_at",0.00042536476158333
"14857","205409_at",0.907614269371662
"14858","205410_s_at",0.0269237389383126
"14859","205411_at",0.706298529198259
"14860","205412_at",0.152775119477357
"14861","205413_at",0.0829097729505911
"14862","205414_s_at",3.08482320672926e-14
"14863","205415_s_at",0.386066701692175
"14864","205416_s_at",0.296712234155522
"14865","205417_s_at",0.0400307871027882
"14866","205418_at",0.404348871718435
"14867","205419_at",0.00322735351358033
"14868","205420_at",0.445055572075391
"14869","205421_at",2.57840257152748e-05
"14870","205422_s_at",0.000255763873989474
"14871","205423_at",0.823783718146422
"14872","205424_at",0.000189932897864751
"14873","205425_at",3.37240781795791e-05
"14874","205426_s_at",0.00763380154504639
"14875","205427_at",0.015313674298264
"14876","205428_s_at",6.33943620758445e-07
"14877","205429_s_at",0.36645795548836
"14878","205430_at",7.53596127799677e-10
"14879","205431_s_at",6.92473774855728e-08
"14880","205432_at",0.00192290201832958
"14881","205433_at",0.495086423876306
"14882","205434_s_at",2.02158565403356e-15
"14883","205435_s_at",0.0123906433768975
"14884","205436_s_at",0.00914023801075101
"14885","205437_at",0.000701748747231116
"14886","205438_at",4.97401888689502e-05
"14887","205439_at",0.223936803838918
"14888","205440_s_at",0.00433231005156321
"14889","205441_at",0.000105405908514371
"14890","205442_at",4.10802781446065e-07
"14891","205443_at",8.73374504954291e-05
"14892","205444_at",0.0190124455668937
"14893","205445_at",0.384987128403139
"14894","205446_s_at",0.0383618136756805
"14895","205447_s_at",0.00413157016624118
"14896","205448_s_at",0.000132364704833167
"14897","205449_at",0.510057056443203
"14898","205450_at",0.157998096593622
"14899","205451_at",1.21741946636632e-05
"14900","205452_at",1.96260199776706e-05
"14901","205453_at",0.0016879371640955
"14902","205454_at",1.71101909526615e-05
"14903","205455_at",0.0532917831446112
"14904","205456_at",0.0671358660350042
"14905","205457_at",0.00214283880205466
"14906","205458_at",0.486185372103563
"14907","205459_s_at",9.12532515451324e-05
"14908","205460_at",0.00573871896584096
"14909","205461_at",0.465790103219736
"14910","205462_s_at",0.000249191281013293
"14911","205463_s_at",0.147270638694335
"14912","205464_at",4.01657068215199e-06
"14913","205465_x_at",0.0493210707081193
"14914","205466_s_at",0.101748716206093
"14915","205467_at",0.0026462844131824
"14916","205468_s_at",0.987653703896425
"14917","205469_s_at",0.900656133307333
"14918","205470_s_at",0.91685770406839
"14919","205471_s_at",0.000707589015671833
"14920","205472_s_at",0.00020127625262929
"14921","205473_at",0.0491985859834018
"14922","205474_at",0.0131324041881762
"14923","205475_at",0.00011691112132343
"14924","205476_at",1.31417981093461e-06
"14925","205477_s_at",0.253319497547865
"14926","205478_at",9.90429667880912e-16
"14927","205479_s_at",2.82915516225144e-07
"14928","205480_s_at",0.00124798873744705
"14929","205481_at",1.34391264062374e-06
"14930","205482_x_at",0.000387915431418867
"14931","205483_s_at",0.0393153478684451
"14932","205484_at",0.246645127217604
"14933","205485_at",1.51786051977958e-07
"14934","205486_at",0.00133833450735025
"14935","205487_s_at",0.0208595847791107
"14936","205488_at",5.9851101903022e-07
"14937","205489_at",2.23564842847463e-05
"14938","205490_x_at",0.839169921326237
"14939","205491_s_at",0.914654386653757
"14940","205492_s_at",0.207127478514691
"14941","205493_s_at",0.199055297240582
"14942","205494_at",0.0769390109354516
"14943","205495_s_at",1.22439520952607e-05
"14944","205496_at",9.35757005871737e-05
"14945","205497_at",0.136334690466504
"14946","205498_at",0.255331344741575
"14947","205499_at",1.45046482267801e-14
"14948","205500_at",3.89557324036804e-07
"14949","205501_at",0.00022462324511535
"14950","205502_at",0.204165101568658
"14951","205503_at",4.15065932169959e-06
"14952","205504_at",0.590071349462121
"14953","205505_at",0.996819136619582
"14954","205506_at",0.738702183817313
"14955","205507_at",0.0989215345599597
"14956","205508_at",3.97991150053931e-08
"14957","205509_at",0.0538362414460042
"14958","205510_s_at",0.0186480417831944
"14959","205511_at",0.119764253285237
"14960","205512_s_at",0.00445861507864984
"14961","205513_at",0.390882054427443
"14962","205514_at",2.8499888627679e-06
"14963","205515_at",0.016005365474671
"14964","205516_x_at",0.176561598521754
"14965","205517_at",0.251983774926236
"14966","205518_s_at",0.870381286727779
"14967","205519_at",0.00643056392201681
"14968","205520_at",0.0238912511205452
"14969","205521_at",0.52120770607283
"14970","205522_at",0.0145962962393246
"14971","205523_at",0.197848909492551
"14972","205524_s_at",0.281067608898496
"14973","205525_at",0.111692652237046
"14974","205526_s_at",0.000535514278082222
"14975","205527_s_at",0.000656834232972539
"14976","205528_s_at",0.000118506060356835
"14977","205529_s_at",0.000107501891403653
"14978","205530_at",8.90037382326907e-06
"14979","205531_s_at",3.70350421113908e-09
"14980","205532_s_at",0.0175584962306964
"14981","205533_s_at",0.000190732770171323
"14982","205534_at",1.05774119088752e-05
"14983","205535_s_at",0.00520596619901625
"14984","205536_at",0.000881493699019714
"14985","205537_s_at",0.728895028929623
"14986","205538_at",0.000493722825326218
"14987","205539_at",0.223749051597521
"14988","205540_s_at",0.825426861462458
"14989","205541_s_at",0.412289820266419
"14990","205542_at",0.000372953771002948
"14991","205543_at",0.681373982359575
"14992","205544_s_at",0.228713839921654
"14993","205545_x_at",0.971086609268771
"14994","205546_s_at",0.0102257247549088
"14995","205547_s_at",0.269391877855783
"14996","205548_s_at",8.4618209011862e-05
"14997","205549_at",3.08184831846103e-12
"14998","205550_s_at",0.620643759152739
"14999","205551_at",3.4456309279303e-15
"15000","205552_s_at",7.38751930867592e-12
"15001","205553_s_at",0.389459553777355
"15002","205554_s_at",0.00690244764202947
"15003","205555_s_at",0.249447976873472
"15004","205556_at",0.541183826652985
"15005","205557_at",0.230138822368514
"15006","205558_at",0.000804223412207544
"15007","205559_s_at",0.77340470518414
"15008","205560_at",0.37175970257734
"15009","205561_at",0.00473052155227254
"15010","205562_at",2.01744855126669e-07
"15011","205563_at",0.261020922483652
"15012","205564_at",6.14838236753207e-05
"15013","205565_s_at",1.90185339511587e-06
"15014","205566_at",0.000391929174286179
"15015","205567_at",0.000152123034082706
"15016","205568_at",0.905511959248519
"15017","205569_at",0.000735078780319719
"15018","205570_at",0.107277370304991
"15019","205571_at",1.22682897903911e-05
"15020","205572_at",1.67450571618109e-05
"15021","205573_s_at",0.258675793718304
"15022","205574_x_at",0.00729144633768678
"15023","205575_at",0.00405827308253081
"15024","205576_at",0.648639546663559
"15025","205577_at",2.61912090785069e-05
"15026","205578_at",5.71652008553737e-10
"15027","205579_at",0.120030302389845
"15028","205580_s_at",0.158267272824067
"15029","205581_s_at",1.09221574606446e-06
"15030","205582_s_at",0.00942903415620621
"15031","205583_s_at",0.882102527474589
"15032","205584_at",0.00525774234243628
"15033","205585_at",0.855458003172344
"15034","205586_x_at",0.102995710069763
"15035","205587_at",0.657740411755742
"15036","205588_s_at",3.63788864543022e-13
"15037","205589_at",0.3471989343806
"15038","205590_at",4.42757319544887e-07
"15039","205591_at",5.18335012790678e-08
"15040","205592_at",0.000558897496766794
"15041","205593_s_at",0.294179987072782
"15042","205594_at",0.000926806665519425
"15043","205595_at",0.239119462009012
"15044","205596_s_at",0.000926006530351757
"15045","205597_at",0.000158578133272151
"15046","205598_at",6.08176589281687e-06
"15047","205599_at",0.032161675181868
"15048","205600_x_at",0.242801958126634
"15049","205601_s_at",0.964505625584747
"15050","205602_x_at",0.685902998357829
"15051","205603_s_at",0.000429511787921959
"15052","205604_at",7.76319765460718e-05
"15053","205605_at",0.00884881974748391
"15054","205606_at",0.0344666123839817
"15055","205607_s_at",0.0100014456673738
"15056","205608_s_at",0.000125158317529084
"15057","205609_at",1.36083879959224e-05
"15058","205610_at",0.208149568924805
"15059","205611_at",0.00304784880468208
"15060","205612_at",4.46563396467995e-21
"15061","205613_at",0.111002478457909
"15062","205614_x_at",7.85497274029791e-06
"15063","205615_at",0.0675866876306497
"15064","205616_at",0.157748354643025
"15065","205617_at",0.0124438827694824
"15066","205618_at",0.00127889774093446
"15067","205619_s_at",0.0702758304999088
"15068","205620_at",0.0195931036721845
"15069","205621_at",0.00310141337396086
"15070","205622_at",1.9239419971715e-05
"15071","205623_at",0.0602100120311156
"15072","205624_at",0.0256057520272509
"15073","205625_s_at",8.70930775698014e-15
"15074","205626_s_at",2.53814206456196e-13
"15075","205627_at",0.00823190607215869
"15076","205628_at",1.28782764728389e-13
"15077","205629_s_at",0.00131284465398748
"15078","205630_at",0.000269826672502492
"15079","205631_at",0.00362785385911223
"15080","205632_s_at",1.13835155678608e-07
"15081","205633_s_at",0.0189874624312189
"15082","205634_x_at",0.03767601550296
"15083","205635_at",6.86022152732637e-05
"15084","205636_at",0.318047495518064
"15085","205637_s_at",5.01841529164727e-26
"15086","205638_at",6.99312046037379e-07
"15087","205639_at",0.220634044583016
"15088","205640_at",0.340954677541685
"15089","205641_s_at",0.562991620937712
"15090","205642_at",5.37144025122722e-08
"15091","205643_s_at",0.0288812143014891
"15092","205644_s_at",6.50389250778967e-06
"15093","205645_at",7.61991645541688e-09
"15094","205646_s_at",0.722067860251663
"15095","205647_at",0.12161652690421
"15096","205648_at",0.0100490921024725
"15097","205649_s_at",0.132917021233207
"15098","205650_s_at",0.123875767634872
"15099","205651_x_at",1.92124365690392e-05
"15100","205652_s_at",0.000108908667313555
"15101","205653_at",0.630381641651735
"15102","205654_at",0.00953512220718549
"15103","205655_at",0.00166960703978579
"15104","205656_at",6.48166201978021e-05
"15105","205657_at",0.000648548234813055
"15106","205658_s_at",0.557742575932887
"15107","205659_at",0.00433458011045092
"15108","205660_at",0.000504563920405904
"15109","205661_s_at",0.0100552188590155
"15110","205662_at",0.750113164403092
"15111","205663_at",0.451559969300662
"15112","205664_at",0.000156867615704439
"15113","205665_at",0.756510574388825
"15114","205666_at",5.33022334952812e-11
"15115","205667_at",4.36823832528318e-10
"15116","205668_at",0.00043497291937535
"15117","205669_at",0.000312249234644061
"15118","205670_at",0.251048716988158
"15119","205671_s_at",0.289947927379046
"15120","205672_at",0.0428238570386195
"15121","205673_s_at",0.0113465537967217
"15122","205674_x_at",0.0650601049763073
"15123","205675_at",1.96579701298647e-07
"15124","205676_at",0.00219035988786611
"15125","205677_s_at",2.45873208686348e-06
