"","gene","p_value"
"199","1552538_a_at",0.0652069724693669
"200","1552540_s_at",0.24401868983544
"201","1552541_at",0.515110132987803
"202","1552542_s_at",0.0146189425247329
"203","1552543_a_at",0.01433158580494
"204","1552544_at",0.00187217737609917
"205","1552546_a_at",0.235790352956832
"206","1552548_at",0.624609463074065
"207","1552549_a_at",0.0644473597036997
"208","1552552_s_at",0.00561591860069704
"209","1552553_a_at",0.321214792185444
"210","1552554_a_at",0.982538873007412
"211","1552555_at",0.693488986007363
"212","1552557_a_at",8.04027142211537e-12
"213","1552558_a_at",0.831178149433711
"214","1552559_a_at",0.0919733960184414
"215","1552562_at",0.0654587201288534
"216","1552563_a_at",0.859988227231871
"217","1552564_at",8.10381628378271e-05
"218","1552566_at",0.565077347408778
"219","1552568_at",0.248417263224291
"220","1552569_a_at",0.291744039388516
"221","1552570_at",0.0201853155119937
"222","1552572_a_at",0.00357241418309548
"223","1552573_s_at",0.00139125738881148
"224","1552575_a_at",0.15377073838136
"225","1552576_at",0.479353165166887
"226","1552578_a_at",0.372071449696353
"227","1552579_a_at",0.000159225440432868
"228","1552580_at",0.00523757959966643
"229","1552582_at",0.831767065416501
"230","1552583_s_at",0.593910568280707
"231","1552584_at",0.0106323864726534
"232","1552585_s_at",0.00488801209843223
"233","1552586_at",0.129496750046577
"234","1552587_at",0.197729305547874
"235","1552588_a_at",0.0234813979187622
"236","1552590_a_at",0.102966420049174
"237","1552592_at",0.235928107999206
"238","1552594_at",0.580733750797371
"239","1552596_at",0.66046916557508
"240","1552598_at",0.090816491294767
"241","1552599_at",0.138061269440483
"242","1552602_at",0.199462813495305
"243","1552604_at",0.518446578318424
"244","1552605_s_at",0.746499593030875
"245","1552607_at",0.0341890189089705
"246","1552608_at",0.0587156732049424
"247","1552609_s_at",0.177114213888845
"248","1552610_a_at",0.0324880037920002
"249","1552611_a_at",0.900882162948502
"250","1552612_at",0.28137240497684
"251","1552613_s_at",0.329892410864386
"252","1552615_at",0.699111427469742
"253","1552616_a_at",0.487173647471574
"254","1552617_a_at",0.00554996739977672
"255","1552618_at",0.00221620688449707
"256","1552619_a_at",0.13034071720573
"257","1552620_at",0.727373254791784
"258","1552621_at",0.142676856742424
"259","1552622_s_at",0.69828062879837
"260","1552623_at",0.028204959399723
"261","1552625_a_at",0.111936046576508
"262","1552626_a_at",0.268203288459844
"263","1552627_a_at",0.980327205078506
"264","1552628_a_at",0.479406128517399
"265","1552629_a_at",0.762254486241358
"266","1552630_a_at",0.424156600131606
"267","1552631_a_at",0.14645864662832
"268","1552632_a_at",0.27118949686468
"269","1552633_at",0.382286219486472
"270","1552634_a_at",0.653937174601708
"271","1552637_at",0.296043841749703
"272","1552639_at",0.028286502529707
"273","1552641_s_at",0.000665875402215233
"274","1552643_at",1.96925881888519e-06
"275","1552644_a_at",0.010164733159266
"276","1552646_at",0.0521242446359438
"277","1552648_a_at",0.0399435221907611
"278","1552649_a_at",0.1871198738508
"279","1552651_a_at",0.40333507307264
"280","1552652_at",0.0609546925651267
"281","1552656_s_at",0.841911643971823
"282","1552657_a_at",0.26784005504374
"283","1552658_a_at",0.00361156057662476
"284","1552660_a_at",0.110747390242189
"285","1552661_at",0.222144071061724
"286","1552662_a_at",0.0481998216601724
"287","1552663_a_at",0.242281941193355
"288","1552664_at",0.08171164035944
"289","1552665_at",0.0661624126602968
"290","1552666_a_at",0.000269048993652617
"291","1552667_a_at",0.0191380454033833
"292","1552669_at",0.823097542878694
"293","1552670_a_at",9.3168211579792e-05
"294","1552671_a_at",0.783880648423817
"295","1552672_a_at",7.18529312064978e-05
"296","1552673_at",4.57243502064156e-05
"297","1552674_at",0.442443364236758
"298","1552675_at",0.809180045548737
"299","1552676_at",0.198252017213788
"300","1552677_a_at",0.00118841886313832
"301","1552678_a_at",0.00719670258471615
"302","1552680_a_at",1.27021410003933e-05
"303","1552682_a_at",0.0711423788989552
"304","1552684_a_at",0.000597054350788865
"305","1552685_a_at",0.181000723458976
"306","1552686_at",0.317162072615906
"307","1552687_a_at",0.000174665225394656
"308","1552689_at",2.49224848276205e-13
"309","1552690_a_at",0.100383716126546
"310","1552691_at",0.000332752337792937
"311","1552693_at",0.0154307190416836
"312","1552694_at",0.00122021526711493
"313","1552695_a_at",0.00236435837868842
"314","1552696_at",0.351056686398693
"315","1552698_at",0.657199962853865
"316","1552701_a_at",0.0531230034351397
"317","1552703_s_at",0.0361229834346086
"318","1552705_at",0.43017959025031
"319","1552708_a_at",0.115084375981079
"320","1552711_a_at",0.0670330476335553
"321","1552712_a_at",4.84731967807089e-07
"322","1552713_a_at",0.864313502554774
"323","1552714_at",0.000304079002157884
"324","1552715_a_at",0.00133889129531336
"325","1552716_at",0.000435183472445543
"326","1552717_s_at",0.00996560993581317
"327","1552718_at",0.00131719864350242
"328","1552719_at",0.254498236562924
"329","1552721_a_at",0.0015926594235223
"330","1552722_at",0.000281260248259906
"331","1552724_at",3.57877142994526e-06
"332","1552725_s_at",0.935152089927542
"333","1552726_at",0.040354629626236
"334","1552727_s_at",0.255637695856797
"335","1552729_at",0.0126673035717266
"336","1552730_at",0.77423206834593
"337","1552731_at",0.433262990967717
"338","1552732_at",0.075146564381766
"339","1552733_at",0.132561341884341
"340","1552734_at",0.590065602731179
"341","1552735_at",0.0125575885358065
"342","1552736_a_at",0.427887331959526
"343","1552737_s_at",0.0726478696577405
"344","1552738_a_at",0.0986959967286757
"345","1552739_s_at",1.60652749665117e-08
"346","1552740_at",0.121908299482436
"347","1552742_at",0.67867334876076
"348","1552743_at",0.327279143988626
"349","1552745_at",0.233632662145831
"350","1552747_a_at",0.553085156923327
"351","1552749_a_at",0.463735257075572
"352","1552750_at",0.058744119859193
"353","1552751_a_at",0.868093336028198
"354","1552752_a_at",0.000238493022486759
"355","1552754_a_at",1.56257467230676e-09
"356","1552755_at",0.0998393970213646
"357","1552757_s_at",0.583576546726429
"358","1552758_at",0.0609176993336493
"359","1552760_at",0.0421692862175412
"360","1552761_at",0.00960883442407283
"361","1552763_at",0.00484091414628864
"362","1552765_x_at",1.72338109836936e-08
"363","1552766_at",0.184412439088281
"364","1552767_a_at",7.06075258286933e-07
"365","1552768_at",0.000150245997629235
"366","1552769_at",0.00598340805844469
"367","1552770_s_at",0.0463071231925987
"368","1552771_a_at",0.48164475913298
"369","1552772_at",0.194944501637654
"370","1552773_at",0.0090103288415391
"371","1552774_a_at",0.0252815610079947
"372","1552775_at",0.48045548527903
"373","1552777_a_at",0.0114852220086244
"374","1552779_a_at",1.25834232524302e-05
"375","1552782_at",0.140351333318733
"376","1552783_at",0.144793961095073
"377","1552785_at",0.000693777031234186
"378","1552787_at",0.527406196969961
"379","1552788_a_at",0.842765622663002
"380","1552789_at",0.0392999561848546
"381","1552790_a_at",2.76928230929894e-06
"382","1552791_a_at",0.112884876244872
"383","1552792_at",0.000767275353539585
"384","1552793_at",0.0185605542962217
"385","1552794_a_at",0.510349460646459
"386","1552796_a_at",0.254312912132887
"387","1552797_s_at",0.950204126321422
"388","1552798_a_at",0.286882070085449
"389","1552799_at",0.0557399596091758
"390","1552800_at",0.117302834639573
"391","1552801_at",0.567532277152182
"392","1552803_a_at",0.00189136798841979
"393","1552804_a_at",0.776400817114546
"394","1552806_a_at",0.129024307098669
"395","1552807_a_at",0.0746883889380079
"396","1552808_at",0.499999288048375
"397","1552809_at",0.00175216891565651
"398","1552811_at",0.243053284957047
"399","1552812_a_at",2.12566501952741e-06
"400","1552813_at",0.95564963128916
"401","1552814_a_at",0.3241613310706
"402","1552816_at",0.194752236734621
"403","1552818_a_at",0.182822901592277
"404","1552819_at",0.402529497366966
"405","1552822_at",0.0478349953992588
"406","1552825_at",3.07085509417206e-08
"407","1552826_at",0.450853531061805
"408","1552827_s_at",0.933729822266003
"409","1552828_at",0.423617899427947
"410","1552829_at",0.0564377800619685
"411","1552830_at",0.00552388805630489
"412","1552833_at",0.528074217158149
"413","1552834_at",0.231530525234091
"414","1552835_at",0.412267617731753
"415","1552836_at",3.26408601763752e-05
"416","1552837_at",0.796787608877595
"417","1552839_at",0.369798460450799
"418","1552841_s_at",0.35988717335317
"419","1552842_at",0.000342082131561022
"420","1552843_at",0.0570772928427289
"421","1552845_at",0.292682019148013
"422","1552846_s_at",1.13697118521832e-06
"423","1552848_a_at",0.000233249306688218
"424","1552849_at",0.676891140533242
"425","1552851_at",0.312937802873116
"426","1552852_a_at",0.0243315900534685
"427","1552853_at",0.754827878301974
"428","1552854_a_at",0.168494453180374
"429","1552856_at",0.486851131682764
"430","1552857_a_at",0.0262876473890649
"431","1552858_at",0.885152061451612
"432","1552860_at",0.183401062214663
"433","1552862_at",0.000158248633329565
"434","1552863_a_at",0.429089236997861
"435","1552865_a_at",0.00854619736902034
"436","1552867_at",0.117478176293921
"437","1552868_at",0.37364653154364
"438","1552870_s_at",4.75811540489061e-05
"439","1552872_at",0.192059876755561
"440","1552873_s_at",0.0390805350222793
"441","1552875_a_at",0.241825690495988
"442","1552876_at",0.236242241522424
"443","1552877_s_at",0.762549378487969
"444","1552878_at",0.000463819109603165
"445","1552879_a_at",0.00332635795973612
"446","1552880_at",0.969359742622208
"447","1552882_a_at",0.204045178561594
"448","1552884_at",0.0116445733925357
"449","1552885_a_at",0.00111199733747847
"450","1552887_at",0.247323664630875
"451","1552889_a_at",0.179729391965133
"452","1552890_a_at",0.729690071653197
"453","1552892_at",0.248315282929407
"454","1552893_at",0.00325039177771422
"455","1552895_a_at",2.68525284648024e-05
"456","1552897_a_at",0.00391174060868025
"457","1552898_a_at",0.968671551365442
"458","1552899_at",0.788295637827862
"459","1552900_a_at",0.210314982701356
"460","1552902_a_at",0.757583408812301
"461","1552903_at",0.00820636158166902
"462","1552904_at",0.00698714634695011
"463","1552906_at",0.174791606636573
"464","1552908_at",0.0418326838633056
"465","1552910_at",0.0633880754229733
"466","1552911_at",0.0491170971594364
"467","1552912_a_at",0.890678339013937
"468","1552913_at",0.133035021451393
"469","1552914_a_at",2.71628834720105e-06
"470","1552915_at",0.239712914102367
"471","1552917_at",0.521042916116502
"472","1552919_at",0.0669178314781243
"473","1552921_a_at",0.00208894188804027
"474","1552922_at",0.0867389772478206
"475","1552923_a_at",0.236983464513679
"476","1552924_a_at",0.0202287635628724
"477","1552925_at",0.00854432291268298
"478","1552927_at",0.584416386854691
"479","1552928_s_at",0.0539268059707025
"480","1552929_at",0.403102468800247
"481","1552930_at",0.229826929515561
"482","1552931_a_at",0.0998102015356701
"483","1552932_at",0.383737270523668
"484","1552933_at",0.28162315003508
"485","1552935_at",0.0571522139437882
"486","1552937_s_at",4.0768354848204e-05
"487","1552938_at",0.672265244398261
"488","1552939_at",0.954751477594365
"489","1552940_at",0.0294283783098328
"490","1552942_at",0.951430365437148
"491","1552943_at",0.037559105449384
"492","1552944_a_at",0.0657388809747558
"493","1552946_at",1.69830134101085e-06
"494","1552947_x_at",0.000128792823858441
"495","1552948_at",0.0268255878037194
"496","1552950_at",0.000309421433416446
"497","1552952_at",0.545922327191862
"498","1552953_a_at",0.000318747529952633
"499","1552954_at",0.363023585198753
"500","1552955_at",0.0811700554226657
"501","1552957_at",9.25022311027346e-05
"502","1552960_at",0.74838017720962
"503","1552961_at",0.0205094031165262
"504","1552964_at",8.31655159052708e-05
"505","1552965_a_at",0.42801866900053
"506","1552967_at",0.831813111984668
"507","1552969_a_at",0.152706088278356
"508","1552970_s_at",1.70998205453004e-07
"509","1552971_at",0.0562965925153874
"510","1552972_at",0.243297390564759
"511","1552973_at",0.00922736572059729
"512","1552974_at",0.160296417413719
"513","1552975_x_at",0.409559501069072
"514","1552976_at",0.407408657067671
"515","1552977_a_at",0.000356155599123776
"516","1552978_a_at",0.544179679280371
"517","1552979_at",0.0472080532542236
"518","1552980_at",0.425656771567142
"519","1552982_a_at",0.147952109734453
"520","1552985_at",0.259350903215287
"521","1552986_at",0.00116804226524418
"522","1552987_a_at",0.518683339501258
"523","1552988_at",0.00105858511881959
"524","1552990_at",0.402208261031878
"525","1552991_at",0.000365353578730899
"526","1552993_at",0.569210256721842
"527","1552995_at",0.911198152420149
"528","1552997_a_at",0.197120457450687
"529","1552998_at",0.878453053438165
"530","1552999_a_at",0.336305037845172
"531","1553002_at",0.674310373259026
"532","1553003_at",0.0051701645895266
"533","1553004_at",0.000569711976742453
"534","1553006_at",0.617127628809344
"535","1553007_a_at",0.0165903403030796
"536","1553009_s_at",0.800834693940025
"537","1553011_at",0.0183609044098206
"538","1553013_at",0.000156155271369438
"539","1553015_a_at",0.0467758346838445
"540","1553016_at",0.379292496877603
"541","1553019_at",0.791901807856779
"542","1553020_at",0.00332108886132086
"543","1553021_s_at",0.0108692112984895
"544","1553022_at",0.17786623891386
"545","1553023_a_at",0.847932261422944
"546","1553024_at",0.062438227267602
"547","1553025_at",0.608136489901225
"548","1553027_a_at",0.611901966205742
"549","1553028_at",0.47933322474825
"550","1553030_a_at",0.069472501848586
"551","1553031_at",0.0133183937230573
"552","1553032_at",0.839894343403026
"553","1553033_at",0.163906495587076
"554","1553034_at",0.0236316307374664
"555","1553036_at",0.608872507153052
"556","1553037_a_at",2.16435499849209e-05
"557","1553039_a_at",0.450049369341262
"558","1553041_at",0.4283974172699
"559","1553042_a_at",0.745108091147478
"560","1553043_a_at",0.000124112737486983
"561","1553044_at",0.547011543050246
"562","1553045_at",0.0083912339786366
"563","1553046_s_at",0.163367867279951
"564","1553047_at",0.0177888740492433
"565","1553048_a_at",0.718311511283013
"566","1553051_s_at",0.723124870834411
"567","1553052_at",0.0657035532936829
"568","1553053_at",0.72843388823339
"569","1553055_a_at",3.76521253858461e-06
"570","1553057_at",0.585007346996971
"571","1553058_at",0.20026451911666
"572","1553059_at",0.717481361404983
"573","1553060_at",0.775978003103354
"574","1553061_at",0.504931917972291
"575","1553062_at",0.0689283026048494
"576","1553063_at",0.0957937426231822
"577","1553064_at",0.273274536703662
"578","1553066_at",0.0425023710996898
"579","1553067_a_at",0.788209372205719
"580","1553069_at",0.345788215549582
"581","1553070_a_at",0.546530764359073
"582","1553071_a_at",0.892835175936783
"583","1553072_at",0.0324841230386306
"584","1553074_at",0.576659040981896
"585","1553075_a_at",0.0604947394593894
"586","1553076_at",0.127155691025461
"587","1553077_at",0.897377693576598
"588","1553078_at",0.0386873851355638
"589","1553079_at",0.782370257729813
"590","1553080_at",0.712400682714212
"591","1553081_at",0.0106287561156492
"592","1553082_at",0.0146005743012961
"593","1553083_at",0.0344597073583502
"594","1553084_at",0.129121677668793
"595","1553086_at",0.134032340188646
"596","1553087_at",0.398703496320367
"597","1553088_a_at",0.568489677075383
"598","1553089_a_at",0.0166868533479856
"599","1553093_a_at",0.0793830761320819
"600","1553094_at",0.0632860344197186
"601","1553096_s_at",8.01778637025501e-06
"602","1553099_at",8.1939837426223e-06
"603","1553101_a_at",0.132037708333761
"604","1553102_a_at",0.380730463240899
"605","1553103_at",0.0196706599530011
"606","1553105_s_at",1.50137198853268e-14
"607","1553106_at",0.0156714228432043
"608","1553107_s_at",0.281611754193851
"609","1553108_at",0.134119097320043
"610","1553111_a_at",0.154114341501726
"611","1553112_s_at",0.506847932863001
"612","1553113_s_at",0.242042441052249
"613","1553114_a_at",0.814857892258525
"614","1553115_at",0.1009062338318
"615","1553117_a_at",0.000153924069440991
"616","1553118_at",0.343833446437702
"617","1553120_at",0.248751335293214
"618","1553122_s_at",5.86535578254858e-05
"619","1553123_at",0.653189151834558
"620","1553125_x_at",0.205407678098611
"621","1553126_a_at",2.8179039625328e-07
"622","1553127_a_at",0.00586630174514418
"623","1553129_at",0.141376187651318
"624","1553130_at",0.317401413892199
"625","1553131_a_at",0.054936259831487
"626","1553132_a_at",0.0126227369469544
"627","1553133_at",0.36766046037368
"628","1553134_s_at",0.960051857776542
"629","1553136_at",0.505472962899889
"630","1553137_s_at",0.19801656344784
"631","1553138_a_at",0.360483238204353
"632","1553139_s_at",0.000716468782487194
"633","1553140_at",0.568940888589821
"634","1553141_at",0.819429051966898
"635","1553142_at",0.448890587101554
"636","1553145_at",0.229912249209168
"637","1553146_at",0.909237760656894
"638","1553147_at",0.13559699523103
"639","1553148_a_at",0.0747196665708218
"640","1553150_at",0.204907555912592
"641","1553151_at",0.884936388168717
"642","1553153_at",0.0228822314422205
"643","1553155_x_at",0.104176784146048
"644","1553156_at",0.862531647208126
"645","1553157_at",0.874384876873199
"646","1553158_at",0.0103313681820177
"647","1553159_at",0.000234455143392315
"648","1553162_x_at",0.0822153515910367
"649","1553163_at",0.708895956596614
"650","1553165_at",0.0603700205450203
"651","1553166_at",0.788559429567946
"652","1553167_a_at",6.97434056287159e-07
"653","1553168_at",0.784568343537731
"654","1553169_at",0.0712460960153504
"655","1553171_x_at",0.21891417392159
"656","1553172_at",0.000631092246702956
"657","1553174_at",0.0176424677967733
"658","1553175_s_at",0.00720183346123815
"659","1553176_at",0.771366070234373
"660","1553177_at",0.0453142529229552
"661","1553178_a_at",0.210825689880992
"662","1553179_at",0.0338951697480343
"663","1553180_at",0.402017983497147
"664","1553181_at",0.0496706538378532
"665","1553183_at",0.63725789765446
"666","1553185_at",0.149050278979254
"667","1553186_x_at",0.148740130256293
"668","1553188_s_at",0.750931040405652
"669","1553190_s_at",0.944926388703974
"670","1553191_at",0.0301752756926242
"671","1553192_at",0.000102253350528206
"672","1553193_at",0.145395474042173
"673","1553194_at",0.000604860235031529
"674","1553196_a_at",0.730281401122426
"675","1553197_at",0.287733613650444
"676","1553199_at",0.237664272202576
"677","1553202_at",0.00081473818150385
"678","1553204_at",0.259533882041536
"679","1553205_at",0.227797145850215
"680","1553207_at",0.0114575839312514
"681","1553208_s_at",0.425693918656223
"682","1553209_at",0.35318120647421
"683","1553211_at",1.58444745401524e-09
"684","1553212_at",0.463756038294282
"685","1553213_a_at",0.0225156260335017
"686","1553214_a_at",0.14606069394359
"687","1553215_s_at",0.100295099339021
"688","1553216_at",0.262541440244324
"689","1553217_s_at",0.0244656534199517
"690","1553218_a_at",0.00428003180969988
"691","1553219_a_at",0.0101470196994233
"692","1553220_at",9.66511329277993e-08
"693","1553221_at",0.201998534406846
"694","1553222_at",0.0097009899293313
"695","1553224_at",0.975054557978582
"696","1553225_s_at",0.00721934876547967
"697","1553226_at",0.497472380709041
"698","1553227_s_at",0.000411755205283734
"699","1553228_at",6.61175994707501e-10
"700","1553229_at",9.25593474228231e-09
"701","1553232_at",0.085902660047837
"702","1553234_at",0.667525097786373
"703","1553235_at",0.141589036747422
"704","1553237_x_at",0.15769443898526
"705","1553238_a_at",0.11756021660175
"706","1553239_at",0.0204769591718212
"707","1553241_at",0.219014400610969
"708","1553243_at",0.000585866275552381
"709","1553244_at",0.00868228355111527
"710","1553246_a_at",0.210322305123594
"711","1553247_a_at",9.97854660849303e-07
"712","1553248_at",0.0188012632950717
"713","1553249_at",0.00287674075609124
"714","1553252_a_at",0.178054089164255
"715","1553253_at",0.0776730895726529
"716","1553254_at",5.6347141585202e-06
"717","1553255_at",0.852722007793074
"718","1553257_at",0.4965126108165
"719","1553258_at",0.0216502739931425
"720","1553260_s_at",0.31998464844125
"721","1553261_x_at",0.494202012780649
"722","1553262_a_at",0.161769389705421
"723","1553263_at",0.0161537471489235
"724","1553264_a_at",0.0170475984936983
"725","1553265_at",0.531154625777305
"726","1553266_at",0.847996537364026
"727","1553267_a_at",0.125642515806062
"728","1553268_at",0.282369739383816
"729","1553269_at",0.895754214241273
"730","1553271_at",0.0666877542948789
"731","1553272_at",0.112368198405337
"732","1553274_a_at",0.41940260160533
"733","1553275_s_at",0.803697946110305
"734","1553276_at",0.000217929584068604
"735","1553277_at",0.123955202568205
"736","1553279_at",0.863530844542951
"737","1553280_at",3.25392683876457e-05
"738","1553281_at",0.848719710509983
"739","1553282_at",0.714250912729759
"740","1553284_s_at",0.00862053822043289
"741","1553285_s_at",0.00141897730829079
"742","1553286_at",1.25472314261653e-05
"743","1553288_a_at",0.00193374181186234
"744","1553292_s_at",0.00114936040128014
"745","1553293_at",0.0383094363228151
"746","1553295_at",0.433954726894246
"747","1553296_at",0.0163009759719297
"748","1553297_a_at",0.523810080751847
"749","1553298_at",0.0221537730969895
"750","1553299_at",0.000878399841009422
"751","1553300_a_at",0.0125309210623273
"752","1553301_a_at",0.0261470386832215
"753","1553303_at",0.804727796785791
"754","1553304_at",0.150724014965988
